track_id,frame,x_pixel,y_pixel,x_um,y_um,time_sec
111,4,912.105263157895,276.621052631579,383.084210526316,116.180842105263,0.075
111,5,907.768595041322,272.595041322314,381.262809917355,114.489917355372,0.1
111,6,910.098484848485,272.75,382.241363636364,114.555,0.125
111,7,910.916129032258,269.277419354839,382.584774193548,113.096516129032,0.15
111,8,913.859459459459,263.886486486486,383.820972972973,110.832324324324,0.175
112,2,673.283018867925,449.584905660377,282.778867924528,188.825660377358,0.025
112,3,673.038461538462,449.153846153846,282.676153846154,188.644615384615,0.05
112,4,673.16,449.54,282.7272,188.8068,0.075
112,5,673.882352941176,450.176470588235,283.030588235294,189.074117647059,0.1
112,6,673.92,450.38,283.0464,189.1596,0.125
112,7,673.725490196078,450.333333333333,282.964705882353,189.14,0.15
112,8,673.769230769231,450.173076923077,282.983076923077,189.072692307692,0.175
113,5,4.3,716.675,1.806,301.0035,0.1
113,6,6.21296296296296,720.388888888889,2.60944444444444,302.563333333333,0.125
113,7,7.60402684563758,723.657718120805,3.19369127516779,303.936241610738,0.15
113,8,13.5666666666667,726.458333333333,5.698,305.1125,0.175
114,5,525.521582733813,410.643884892086,220.719064748201,172.470431654676,0.1
114,6,529.418604651163,417.511627906977,222.355813953488,175.35488372093,0.125
114,7,531.11914893617,411.306382978723,223.070042553191,172.748680851064,0.15
114,8,529.290322580645,404.120967741935,222.301935483871,169.730806451613,0.175
115,7,686.668918918919,186.972972972973,288.400945945946,78.5286486486486,0.15
115,8,680.870056497175,188.717514124294,285.965423728814,79.2613559322034,0.175
116,8,337.777070063694,451.885350318471,141.866369426752,189.791847133758,0.175
117,8,413.650485436893,374.26213592233,173.733203883495,157.190097087379,0.175
118,8,547.575757575758,545.893939393939,229.981818181818,229.275454545455,0.175
119,8,937.575,153.9625,393.7815,64.66425,0.175
120,8,1232.55769230769,595.230769230769,517.674230769231,249.996923076923,0.175
121,1,673.542483660131,710.823529411765,282.887843137255,298.545882352941,0
121,2,670.061452513967,712.312849162011,281.425810055866,299.171396648045,0.025
121,3,669.921052631579,715.730263157895,281.366842105263,300.606710526316,0.05
121,4,670.540983606557,717.147540983607,281.627213114754,301.201967213115,0.075
121,5,676.125,716.633333333333,283.9725,300.986,0.1
121,6,678.122950819672,718.131147540984,284.811639344262,301.615081967213,0.125
121,7,676.083333333333,722.284722222222,283.955,303.359583333333,0.15
121,8,668.673758865248,723.170212765957,280.842978723404,303.731489361702,0.175
121,9,666.401459854015,724.693430656934,279.888613138686,304.371240875912,0.2
122,1,695.569832402235,194.608938547486,292.139329608939,81.7357541899441,0
122,2,696.176100628931,195.672955974843,292.393962264151,82.182641509434,0.025
122,3,696.977941176471,195.764705882353,292.730735294118,82.2211764705882,0.05
122,4,692.887417218543,190.17880794702,291.012715231788,79.8750993377483,0.075
122,5,697.656804733728,196.360946745562,293.015857988166,82.4715976331361,0.1
122,6,695.013422818792,190.919463087248,291.905637583893,80.1861744966443,0.125
122,7,700.722972972973,195.648648648649,294.303648648649,82.1724324324324,0.15
122,8,701.446666666667,193.906666666667,294.6076,81.4408,0.175
122,9,692.017699115044,191.781710914454,290.647433628319,80.5483185840708,0.2
123,1,1008.02666666667,497.88,423.3712,209.1096,0
123,2,1005.73913043478,497.95652173913,422.410434782609,209.141739130435,0.025
123,3,1005.39716312057,497.489361702128,422.266808510638,208.945531914894,0.05
123,4,1005.13071895425,495.450980392157,422.154901960784,208.089411764706,0.075
123,5,1005.05,493.3125,422.121,207.19125,0.1
123,6,1005.28368794326,491.475177304965,422.21914893617,206.419574468085,0.125
123,7,1003.84962406015,489.954887218045,421.616842105263,205.781052631579,0.15
123,8,995.121527777778,494.163194444444,417.951041666667,207.548541666667,0.175
123,9,996.234657039711,493.202166064982,418.418555956679,207.144909747292,0.2
124,1,1115.98630136986,308.493150684931,468.714246575342,129.567123287671,0
124,2,1111.64705882353,308.176470588235,466.891764705882,129.434117647059,0.025
124,3,1113.3125,317.142857142857,467.59125,133.2,0.05
